project_title,project_objectives,start_date,end_date,ndp_pillar,primary_sector,reporting_agency,funders,implementers,implementer_category,mtdf,project_value,project_url,year,amount_disbursed,recipient
To decrease the burden of Tuberculosis in Somalia - 21,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MANHAL,NGOs,Not funded through MDTF,1202477,NA,2017,62726,Benadir
To decrease the burden of Tuberculosis in Somalia - 21,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MANHAL,NGOs,Not funded through MDTF,1202477,NA,2017,62726,Hiirshabelle
To decrease the burden of Tuberculosis in Somalia - 21,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MANHAL,NGOs,Not funded through MDTF,1202477,NA,2017,125451,Somaliland
Strengthening the national criminal justice response to TIP through legislative assistance capacity building in Somalia,Training to police on TIP.,12/15/16,11/20/18,Pillar 3: Rule of Law,Rule of Law,UNODC,USA,UNODC,UN,NA,750000,NA,2016,250000,FGS
Strengthening the national criminal justice response to TIP through legislative assistance capacity building in Somalia,Training to police on TIP.,12/15/16,11/20/18,Pillar 3: Rule of Law,Rule of Law,UNODC,USA,UNODC,UN,NA,750000,NA,2017,250000,FGS
"Support for peace dividends, reconciliation, civic dialogue, and
district council formation under the Wadajir Framework
in Balanbale","The Wadajir Framework, a national framework for the establishment of community based local governance mechanisms / institutions offers an opportunity for ensuring lasting peace and co-existence with a community owned district governance mechanism.",8/3/17,8/2/18,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,SSF,"UK, Sweden, Denmark, Netherlands and Norway",Zamzam Foundation,NGOs,Somalia Stability Fund (SSF),500000,NA,2017,250000,Galmudug
"Support for peace dividends, reconciliation, civic dialogue, and
district council formation under the Wadajir Framework
in Balanbale","The Wadajir Framework, a national framework for the establishment of community based local governance mechanisms / institutions offers an opportunity for ensuring lasting peace and co-existence with a community owned district governance mechanism.",8/3/17,8/2/18,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,SSF,"UK, Sweden, Denmark, Netherlands and Norway",Zamzam Foundation,NGOs,Somalia Stability Fund (SSF),500000,NA,2018,250000,Galmudug
"Support for peace dividends, reconciliation, civic dialogue, and district council formation under the Wadajir Framework
in Hobyo","The Wadajir Framework, a national framework for the establishment of community based local governance mechanisms / institutions offers an opportunity for ensuring lasting peace and co-existence with a community owned district governance mechanism. 
",8/3/17,8/2/18,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,SSF,"UK, Sweden, Denmark, Netherlands and Norway",Center for Peace and Democracy (CPD),NGOs,Somalia Stability Fund (SSF),500000,NA,2017,250000,Galmudug
"Support for peace dividends, reconciliation, civic dialogue, and district council formation under the Wadajir Framework
in Hobyo","The Wadajir Framework, a national framework for the establishment of community based local governance mechanisms / institutions offers an opportunity for ensuring lasting peace and co-existence with a community owned district governance mechanism. 
",8/3/17,8/2/18,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,SSF,"UK, Sweden, Denmark, Netherlands and Norway",Center for Peace and Democracy (CPD),NGOs,Somalia Stability Fund (SSF),500000,NA,2018,250000,Galmudug
"Support for peace dividends, reconciliation, civic dialogue, and district council formation under the Wadajir Framework in Abudwak","The Wadajir Framework, a national framework for the establishment of community based local governance mechanisms / institutions offers an opportunity for ensuring lasting peace and co-existence with a community owned district governance mechanism. 
",8/3/17,8/2/18,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,SSF,"UK, Sweden, Denmark, Netherlands and Norway",HOPEL,NGOs,Somalia Stability Fund (SSF),500000,NA,2017,250000,Galmudug
"Support for peace dividends, reconciliation, civic dialogue, and district council formation under the Wadajir Framework in Abudwak","The Wadajir Framework, a national framework for the establishment of community based local governance mechanisms / institutions offers an opportunity for ensuring lasting peace and co-existence with a community owned district governance mechanism. 
",8/3/17,8/2/18,"Pillar 4: Effective, Efficient Institutions",State and Local Governance,SSF,"UK, Sweden, Denmark, Netherlands and Norway",HOPEL,NGOs,Somalia Stability Fund (SSF),500000,NA,2018,250000,Galmudug
Medical Support to Yemen Refugees in Mogadishu,Health status of the population improved,1/3/17,1/2/18,Pillar 7: Social & Human Development,Health,UNHCR,"KSC, USA",HANANO MEDICAL CENTER,NGOs,Not funded through MDTF,300000,NA,2017,250000,Benadir
"SGBV protection, prevention and response/Reception Centre/support to WAAPO and Togdheer New arrivals",Access to basic services for refugees is improved and risk of SGBV is reduced and quality of response improved,1/3/17,1/2/18,Pillar 9: Gender & Human Rights,Gender & Human Rights,UNHCR,Japan,COMPREHENSIVE COMMUNITY BASED REHABILITATION IN SOMALILAND,NGOs,Not funded through MDTF,392573,NA,2017,248408,Somaliland
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2017,107800,FGS
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2017,27440,Galmudug
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2017,27440,Jubaland
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2017,27440,Puntland
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2017,27440,South West
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2017,27440,Somaliland
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2018,46200,FGS
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2018,11760,Galmudug
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2018,11760,Jubaland
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2018,11760,Puntland
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2018,11760,South West
"The Kenya- Somalia Refugees and Peacebuilding Cross-border Pilot project for Voluntary Return, Co-existence and Sustainable Reintegration in the Areas of Return.","The project aims to enable Somali returnees in Dadaab, Kenya, to return specifically to Baidoa, Bay region of Somalia. Through the project, volunteer returnees will be supported to enable them to play a constructive and effective role in sustaining their return and reintegration, with good prospects for livelihoods and support measures to build resilience according to the principles of co-existence.",1/3/17,7/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",IOM,UN Peace Building Fund,IOM,UN,UN Multi-Partner Trust Fund (MPTF),350000,NA,2018,11760,Somaliland
Management of Reception center and provide Health services to PoCs including Yemen Refugees,reception conditions improved -Way station management,1/3/17,1/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",UNHCR,"KSC, USA, ECHO",DANISH REFUGEE COUNCIL,NGOs,Not funded through MDTF,528908,NA,2017,245000,Somaliland
Hiil Hooyo joint project improving maternal health,"Improving maternal health care (antenatal and postnatal health care) including strong SRHR aspect. The project is human rights progressive empovering women, enhancing women’s right to maternal health and rights of disabled people to health care.",1/3/17,NA,Pillar 7: Social & Human Development,Health,Finland,Finland,"Finnish Somalia Network, universities and polytecnhic in Finland and Somalia",NGOs,Not funded through MDTF,NA,http://www.somaliaverkosto.fi/en/hiil-hooyo-better-health-for-mothers/,2017,121909,Puntland
Hiil Hooyo joint project improving maternal health,"Improving maternal health care (antenatal and postnatal health care) including strong SRHR aspect. The project is human rights progressive empovering women, enhancing women’s right to maternal health and rights of disabled people to health care.",1/3/17,NA,Pillar 7: Social & Human Development,Health,Finland,Finland,"Finnish Somalia Network, universities and polytecnhic in Finland and Somalia",NGOs,Not funded through MDTF,NA,http://www.somaliaverkosto.fi/en/hiil-hooyo-better-health-for-mothers/,2017,121909,Somaliland
Hiil Hooyo joint project improving maternal health,"Improving maternal health care (antenatal and postnatal health care) including strong SRHR aspect. The project is human rights progressive empovering women, enhancing women’s right to maternal health and rights of disabled people to health care.",1/3/17,NA,Pillar 7: Social & Human Development,Health,Finland,Finland,"Finnish Somalia Network, universities and polytecnhic in Finland and Somalia",NGOs,Not funded through MDTF,NA,http://www.somaliaverkosto.fi/en/hiil-hooyo-better-health-for-mothers/,2018,104299,Puntland
Hiil Hooyo joint project improving maternal health,"Improving maternal health care (antenatal and postnatal health care) including strong SRHR aspect. The project is human rights progressive empovering women, enhancing women’s right to maternal health and rights of disabled people to health care.",1/3/17,NA,Pillar 7: Social & Human Development,Health,Finland,Finland,"Finnish Somalia Network, universities and polytecnhic in Finland and Somalia",NGOs,Not funded through MDTF,NA,http://www.somaliaverkosto.fi/en/hiil-hooyo-better-health-for-mothers/,2018,104299,Somaliland
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2016,32989,Benadir
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2016,32989,Galmudug
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2016,32989,Hiirshabelle
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2016,32989,Jubaland
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2016,32989,Puntland
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2016,32989,South West
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2016,32989,Somaliland
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2017,34462,Benadir
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2017,34462,Galmudug
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2017,34462,Hiirshabelle
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2017,34462,Jubaland
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2017,34462,Puntland
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2017,34462,South West
To decrease the burden of Tuberculosis in Somalia - 19,"-To detect at least 65% of estimated TB cases (all forms), and maintain treatment success rate above 85% by 2015 and beyond through high quality DOTS and expansion. 
 -Strengthen MDR TB Services and TB/HIV collaborative interventions.
 -To Strengthen NTP ",1/3/14,12/3/17,Pillar 7: Social & Human Development,Health,The Global Fund / World Vision,The Global Fund,MoH -NTPs,Mix of implementers - involving government,Not funded through MDTF,1295390,NA,2017,34462,Somaliland
Human Resources Workpackage in Support to AMISOM's Humanitarian Liaison Unit (HLU),Human Resources Workpackage in Support to AMISOM's Humanitarian Liaison Unit (HLU),5/3/16,3/3/17,Pillar 2: Security,Security,UNOPS,FCO,UNOPS,UN,Not funded through MDTF,299199,NA,2016,58175,Benadir
Human Resources Workpackage in Support to AMISOM's Humanitarian Liaison Unit (HLU),Human Resources Workpackage in Support to AMISOM's Humanitarian Liaison Unit (HLU),5/3/16,3/3/17,Pillar 2: Security,Security,UNOPS,FCO,UNOPS,UN,Not funded through MDTF,299199,NA,2017,241024,Benadir
Livelihoods support to refugee returnees,To enhance access to basic services and livelhood opportunities of returning refugees and local communities members,1/3/17,1/2/18,Pillar 8: Resilience,"Migration, Displacement, Refugees and Durable Solutions",UNHCR,"Japan, Usa, Germany, Italy, EU, UN PBF, private donors",ACTION AFRICA HELP INTERNATIONAL,NGOs,Not funded through MDTF,420000,NA,2017,240000,Somaliland
Improved food security in Beledweyne region,Improving food security and strengthen the resilience of women and young children in 10 riverine villages of Beledweyne district of Hiraan region of south central Somalia,1/3/16,6/3/19,Pillar 8: Resilience,Food Security,Germany,German Federal Government,Action Medeor,NGOs,Not funded through MDTF,888500,NA,2016,236903,Hiirshabelle
Improved food security in Beledweyne region,Improving food security and strengthen the resilience of women and young children in 10 riverine villages of Beledweyne district of Hiraan region of south central Somalia,1/3/16,6/3/19,Pillar 8: Resilience,Food Security,Germany,German Federal Government,Action Medeor,NGOs,Not funded through MDTF,888500,NA,2017,236898,Hiirshabelle
JPLG - 8 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/3/13,12/3/17,Pillar 8: Resilience,Natural Resources Management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,UN Multi-Partner Trust Fund (MPTF),100618908,http://mptf.undp.org/factsheet/fund/JSO00,2016,123555,Puntland
JPLG - 8 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/3/13,12/3/17,Pillar 8: Resilience,Natural Resources Management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,UN Multi-Partner Trust Fund (MPTF),100618908,http://mptf.undp.org/factsheet/fund/JSO00,2016,123555,Somaliland
JPLG - 8 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/3/13,12/3/17,Pillar 8: Resilience,Natural Resources Management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,UN Multi-Partner Trust Fund (MPTF),100618908,http://mptf.undp.org/factsheet/fund/JSO00,2017,117427,Puntland
JPLG - 8 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/3/13,12/3/17,Pillar 8: Resilience,Natural Resources Management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,UN Multi-Partner Trust Fund (MPTF),100618908,http://mptf.undp.org/factsheet/fund/JSO00,2017,117427,Somaliland
"Central Bank Organization, Governance and Accounting","Assisting the CBS through the Central Bank Organization, Governance and Accounting work stream in its reform and modernization efforts.",2/3/15,4/12/18,"Pillar 4: Effective, Efficient Institutions",Public Financial Management,IMF,"AFESD, UK DFID, Canada DFATD, Italy, USAID,EC",IMF,IFI,IMF Somalia Trust Fund,NA,NA,2016,125000,FGS
"Central Bank Organization, Governance and Accounting","Assisting the CBS through the Central Bank Organization, Governance and Accounting work stream in its reform and modernization efforts.",2/3/15,4/12/18,"Pillar 4: Effective, Efficient Institutions",Public Financial Management,IMF,"AFESD, UK DFID, Canada DFATD, Italy, USAID,EC",IMF,IFI,IMF Somalia Trust Fund,NA,NA,2017,231000,FGS
"Central Bank Organization, Governance and Accounting","Assisting the CBS through the Central Bank Organization, Governance and Accounting work stream in its reform and modernization efforts.",2/3/15,4/12/18,"Pillar 4: Effective, Efficient Institutions",Public Financial Management,IMF,"AFESD, UK DFID, Canada DFATD, Italy, USAID,EC",IMF,IFI,IMF Somalia Trust Fund,NA,NA,2018,79000,FGS
Support to the National Leadership Forum (NLF),"To bring together Somali FGS and FMS leaders (Puntland, ISWA, Galmudug, Jubaland) to hold consultations on issues of national interest that include the 2016 electoral process, constitutional review process, power-sharing, and security issues.",1/3/16,12/3/16,Pillar 1: Inclusive Politics,Inclusive Politics,UNSOM,NA,UNSOM,UN,NA,NA,NA,2017,225720,Benadir
'Iskufilnaasho' Towards Self Reliance II,"Improved livelihood security of 4,727 vulnerable households (28,362) individuals) in Sool, Sanaag, regions of Northern Somalia",11/30/13,1/29/17,Pillar 8: Resilience,Cross-cutting resilience,EU,EU,CARE,NGOs,Not funded through MDTF,2222223,NA,2016,754709,South West
'Iskufilnaasho' Towards Self Reliance II,"Improved livelihood security of 4,727 vulnerable households (28,362) individuals) in Sool, Sanaag, regions of Northern Somalia",11/30/13,1/29/17,Pillar 8: Resilience,Cross-cutting resilience,EU,EU,CARE,NGOs,Not funded through MDTF,2222223,NA,2016,754709,Somaliland
