event_date,year,event,strike_by,target,state,region,district,location,latitude,longitude,source,notes,fatalities,civilian_casualties,
3-Apr-16,2016,Remote violence,Unknown,Unidentified Group,Jubaland,Jubbada Hoose,Jamaame,Makalaago,0.2543,42.7582,Local Source Project,"An unidentified war plane attacked an unknown vehicle that was passing near Qumane Rooble farm in Makakaago (Approx, 55km NW of Jamaame town) on 03/04. The vehicle is completely destroyed by the missile, causalities not reported. No one was allowed to access the area by the time of the incident.",0,1,
2-Apr-16,2016,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Abdi-Dhore,-0.3257,42.2799,Local Source Project,"Suspected American war planes hit an al Shabaab base at Abdidhoore Village (40km W of Kismaayo) in the morning of 02/04. Real casualties could not be established but residents report the base was completely destroyed and saw five dead bodies lying near the village which were later buried. Further reports indicate that over 20 al Shabaab fighters killed in bombing, were buried at Barhani and Golol shinbir villages in the afternoon of 02/04.",20,0,
1-Apr-16,2016,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Bandar Salaam,0.3639,42.7706,Associated Press,American drone strike reported against al Shabaab leader Hassan Ali Dhoore on 01/04 at a unnamed location 20 miles south of Jilib. A US defence official said the strike targeted a vehicle Dhoore was riding in with two other al Shabaab members. Conflicting report: Somali National Army Deputy Commander stated that Somalia's Commandos together with special American forces killed a senior Amniyat leader Hassan Ali Dhoore on 01/04 in Tortoorow (49km W of Afgooye).,3,0,
22-Mar-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Buaale,Buaale,1.2448,42.5732,Local Source Project,Suspected Kenyan war planes targeted al Shabaab bases at Beer Yamaarug (65km SW of Bu'aale town) on 22/03. Residents report there were repeated airstrikes at this location which is deep in the bush. Casualties are unknown because the area is a closed zone for al Shabaab fighters and pastoralists are banned from using roads leading to it for grazing.,0,0,
20-Mar-16,2016,Remote violence,Unknown,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,Local Source Project,"Unidentified war planes conducted several airstrikes at Sindigow (42km SW and Jigesa, approx. 37km SW of Afmadow) on 20/02. No casualties. The targets of the air strikes are not known.",0,0,
6-Mar-16,2016,Remote violence,United States Forces,Al Shabaab,Hirshabelle,Hiiraan,Bulo Burto,Raso,3.5507,45.0559,Local Source Project,"American drones fired missiles and other explosives against an alleged an al Shabaab training camp in Raso in the morning of 06/03. Reports indicate that neighbouring villagers reported to have seen black smoke and sounds of explosions from the area. The Pentagon believes 150+ al Shabaab dead in the strike. It is believed there was a mass meeting or a ""graduation ceremony"" of sorts for al Shabaab fighters in the area which accounts for the high number of dead. Other reports indicitate the group may have been gathered to launch an attack on AMISOM-KDF forces in the area.",150,0,
25-Feb-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Garbahaarey,Tuulo Barwaaqo,3.5019,42.1547,Local Source Project,"KDF launched an airstrike at Tuulo Barwaqo (21km SE of Garbahaarey Town) in the morning of 25/02. At least six missiles were reportedly fired and only one exploded. Ten al Shabaab, including four top commanders were killed in the blast.",10,0,
20-Feb-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Garbahaarey,Garbahaarey,3.328,42.2199,Local Source Project,"KDF warplanes carried out an air strike against suspected al Shabaab fighters military camp in Qudaxley (15km N of Garbahaarey) on the morning of 20/02. Casualties are unknown so far. Local residents are trying to escape away from the areas which KDF Airforce is targeting, which led to displacements of the resident communities. No causalities reported.",0,0,
9-Feb-16,2016,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Qoryooley,Qoryooley,1.7859,44.5313,Somali Dhacdo,"A US drone targets three al Shabaab locations, Dhiig Beerta, Keli Liibaan and Dharshiinley all near Qoryooley on 09/02. The head of social affairs of the Lower Shabeelle regional administration, said alShabaab suffered casualties in the airstrikes, specific numbers known.",10,0,
9-Feb-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Berhani,0.7,43.1,Local Source Project,"Suspected Kenyan warplanes conducted airstrike against al Shabaab base at Berhani Village (approx. 45km NW of Kismaayo) in the morning of 09/02. The warplanes carried out repeated airstrikes against the same point. Reports indicate that there was unspecified numbers of casualties including death and injuries from al Shabaab side. Further reports indicate one of the warplanes ""a helicopter"" landed briefly at the targeted area but it is not clear what they picked from the scene.",10,0,
9-Feb-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,Shabelle Media Network (Mogadishu),"Kenyan air forces launch air strikes on al Shabaab locations on Berhani village. Any causalities have yet to be established. Strikes were also launched in Jubbada Hoose, near Kismayo.",0,0,
8-Feb-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Nadariis,1.4158,42.4538,Local Source Project,"Suspected Kenyan warplanes conducted airstrikes against al Shabaab bases near Golaa and Naxariis villages (18km and 30km NE of Buale) as well as Sokela Village(48km E of Buale) in the afternoon of 08/02. The exact number of casualties are unknown but local residents have reported to have seen dead bodies of two farmers believed to have been killed by stray bullets from one of the targeted al Shabaab bases. They also confirmed a thick smoke hovering over the targeted bases. Al Shabaab warned residents not to visit the area and the villages along the eastern and the southern sides of the River Juba. Later reports (Daily Nation) indicate 53 members of al Shabaab, including a top commander were killed in the strike.",53,0,
8-Feb-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Jaaq Sokeyla,1.5074,42.5079,Local Source Project,Suspected Kenyan warplanes conducted airstrikes against al Shabaab bases near Golaa and Naxariis villages (18km and 30km NE of Buale) as well as Sokela Village(48km E of Buale) in the afternoon of 08/02. The exact number of casualties are unknown but local residents have reported to have seen dead bodies of two farmers believed to have been killed by stray bullets from one of the targeted al Shabaab bases. They also confirmed a thick smoke hovering over the targeted bases. Al Shabaab warned residents not to visit the area and the villages along the eastern and the southern sides of the River Juba.,0,0,
8-Feb-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Gola,1.389,42.471,Local Source Project,Suspected Kenyan warplanes conducted airstrikes against al Shabaab bases near Golaa and Naxariis villages (18km and 30km NE of Buale) as well as Sokela Village (48km E of Buale) in the afternoon of 08/02. The exact number of casualties are unknown but local residents have reported to have seen dead bodies of two farmers believed to have been killed by stray bullets from one of the targeted al Shabaab bases - later reports (Associated Press) confirm that an al Shabaab commander (Abdirahim Mohamed Warsame) and 10 others were killed in the strike. They also confirmed a thick smoke hovering over the targeted bases. Al Shabaab warned residents not to visit the area and the villages along the eastern and the southern sides of the River Juba.,11,0,
24-Jan-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Bardera,Daar,2.5799,42.3015,Local Source Project,KDF planes launched an airstrike against [al Shabaab locations] Daar Village (31km NW of Baardheere) on 24/01. Casualties are still unknown.,0,0,
22-Jan-16,2016,Remote violence,Unknown,Al Shabaab,South West,Bay,Diinsoor,Kananax,2.112,43.2156,Local Source Project,"Locals reported that a missile hit a location outside Kananax Village (43km SE of Diinsor) on 22/01. It is not clear who and how the missile was fired as no noise of a plane was heard during the time. Casualties are unknown. The target of the shelling is not known, military or civilian.",0,0,
22-Jan-16,2016,Remote violence,Kenya Defence Forces,Unidentified Group,Jubaland,Gedo,Garbahaarey,Ceel Gaduud,3.3619,41.8403,Local Source Project,KDF conducted an airstrike in Ceel Gaduud (48km SW of Garbarhaarey) on 22/01. Casualties were unable to confirm. The target of the strike was not articulated by the source.,0,0,
19-Jan-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Garbahaarey,Daabley,3.2577,41.9923,Mareeg,Kenyan fighter jets have launched airstrikes in Ceel Gaduud and Dabley [southwestern Somalia] parts of Somalia in pursuit of Al-Shabab militants who killed Kenya Defence Forces [KDF] soldiers on 15/01. Date of the strikes not known - sources dated 19/01. No reported causalities.,0,0,
19-Jan-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Garbahaarey,Ceel Gaduud,3.3619,41.8403,Mareeg,Kenyan fighter jets have launched airstrikes in Ceel Gaduud and Dabley [southwestern Somalia] parts of Somalia in pursuit of Al-Shabab militants who killed Kenya Defence Forces [KDF] soldiers on 15/01. Date of the strikes not known - sources dated 19/01. No reported causalities.,0,0,
18-Jan-16,2016,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Garbahaarey,Ceel Cadde,3.0359,41.8674,Local Source Project,"Kenya defence forces (KDF) warplanes conducted airstrikes against al Shabaab in the vicinity of Ceel Cadde (55km SW of Garbahaarey) in the morning of 18/01. Reports Indicate that the airstrikes reportedly caused civilians casualties and displacement of population. Included among the al Shabaab dead was senior leader Maalim Janow, the leader of the Abu Zubeir brigade. Exact total figures not known.",10,0,
18-Jan-16,2016,Remote violence,Unknown,Al Shabaab,Jubaland,Jubbada Dhexe,Buaale,Arabow,1.4518,42.9518,Local Source Project,Reports indicate that an unknown warplane conducted air strikes against suspected al Shabaab position in Arabow village (47km NE of Buale) in the afternoon of 18/01. Residents reports indicate that the targeted base was destroyed but no human casualties were reported.,0,0,
25-Dec-15,2015,Battle-Government regains territory,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,Shabelle Media Network,"AMISOM-Kenyan and Jubaland forces oust al Shabaab from Beexaani following a air strike and clash. Somali Memo disputes the claim of retreat. No reported casualties. Date of final clash not clear, though came following an air strike on 23/12 - source dated 25/12.",0,0,
23-Dec-15,2015,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,Shabelle Media Network,"Kenyan aircraft bomb al Shabaab location at Beexaani, outside of Kismayo. Seven civilians were believed to be killed unintentionally by the strike. Al Shabaab causalities not known.",7,0,
22-Dec-15,2015,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Qoryooley,Kurtunwaarey,1.6104,44.3329,Local Source Project,"Local media reported that there was an airstrike against al Shabaab fighters in Shanta America (Kurtunwarey District) in the early morning of 22/12. The attack was probably conducted by drones (likely United States origin). It is believed that top al Shabaab officials were targeted in the attack. Later reports indicate a top commander (""Ubaidah"") was killed in the strike, along with four others.",5,0,
5-Dec-15,2015,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,Local Source Project,Suspected Kenyan warplanes targeted al Shabaab convoy near Yora village (65km S of Afmadow) on 05/12. The convoy was transporting an unspecified number of al Shabaab fighters and at least one vehicle was destroyed. Casualties are unknown.,0,0,
2-Dec-15,2015,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Baraawe,Baraawe,1.1132,44.0297,Local Source Project,"An air strike from an American drone against al Shabaab officials in Kuunya Barrow in Baraawe District in the night of 02/12. Local residents reported two big explosions in the area. Senior al Shabaab officials are believed to be the target in the attack. The target was later reported to be Abdirahman Sandheere, who was determined killed by the strike.",1,0,
21-Nov-15,2015,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Wanla Weyn,Balad Amiin,2.5829,44.7217,Local Source Project,Drone believed to be of American reportedly bombed al Shabaab position in Balad Amiin (roughly 30km NW of Wanla Weyne) in the night of 21/11. Reports indicate that the drone had been targeting a senior al Shabaab commander in the area. Eight al Shabaab fighters were killed but there are no reports suggesting that the commander was killed in the airstrike.,8,0,
10-Nov-15,2015,Remote violence,Unknown,Al Shabaab,South West,Bay,Baydhabo,Baidoa,3.1172,43.6469,Local Source Project,"An anti-al Shabaab war plane (not identified) conducted an air strike again al Shabaab positions on the outskirts of Baioda on 10/11. Causality numbers, if any, were not reported.",0,0,
1-Nov-15,2015,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Wadajir,-0.7334,41.6643,Local Source Project,Kenya Defence Forces(KDF) conducted airstrikes against al Shabaab positions in Wadajir and Dalayad villages (38kmNE and 25km N of Badhaadhe) respectively on 01/11. As a result of the airstrikes 17 al Shabaab fighters including two senior commanders were allegedly killed.,8,0,
1-Nov-15,2015,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Badhaadhe,-1.0354,41.5005,Local Source Project,Kenya Defence Forces(KDF) conducted airstrikes against al Shabaab positions in Wadajir and Dalayad villages (38kmNE and 25km N of Badhaadhe) respectively on 01/11. As a result of the airstrikes 17 al Shabaab fighters including two senior commanders were allegedly killed.,9,0,
25-Oct-15,2015,Battle-Government regains territory,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Yoontoy Yarey,-0.1302,42.5743,Local Source Project,"AMISOM/KDF contingent allegedly supported by American forces (the latter, presumably from the air) launched a military offensive against al Shabaab fighters as part of ""Jubaland Corridor Offensive"" near Yoontoy Yarey village (25km NE of Kismaayo) in the afternoon of 25/10. Reports indicate that the operation destroyed a boat used by al Shabaab fighters to cross river Juba. At least 15 al Shabaab fighters and a local man, reportedly the owner of the boat were killed during the raid. Further reports suggest that there were also air strikes on the eastern side of the river Juba near Yoontoy Yarey village. No casualties were reported as a result of the air strikes. In later sources indicated AMISOM forces had gained control of the area.",16,1,
21-Sep-15,2015,Remote violence,Ethiopian National Defence Forces,Al Shabaab,South West,Bay,Baydhabo,Labatan Jirow,3.5392,43.7579,Local Source Project,AMISOM/ENDF warplanes conducted airstrikes against al Shabaab bases in Labaatan Jirow Village (48km NE of Baidoa) in the afternoon of 21/09. Military officials said that an unspecified number of al Shabaab fighters were killed in the airstrike.,10,0,
16-Sep-15,2015,Remote violence,Ethiopian National Defence Forces,Al Shabaab,South West,Bay,Diinsoor,Madina,3.0258,43.6517,Local Source Project,ENDF Air force conducted airstrikes against al Shabaab fighters in Bush Madina (approx. 38 KM SE of Diinsoor) in the afternoon of 16/09. Casualties of the airstrike cannot be confirmed.,0,0,
18-Aug-15,2015,Remote violence,Ethiopian National Defence Forces,Al Shabaab,Galmudug,Galguduud,Ceel Dheer,Messagit Mohamed Omar,3.8333,46.9833,Local Source Project,ENDF attack helicopters conducted an airstrike in Messagit Mohamed Omar village (22 KM SW of Ceel Dheer) on 17/08. Supposedly two al Shabaab vehicles and their occupants were killed or destroyed. Exact details are unknown as Ceel Dheer is since many years uncontested under the control of al Shabaab.,10,0,
4-Aug-15,2015,Battle-No change of territory,Ethiopian National Defence Forces,Al Shabaab,South West,Bay,Buur Xakaba,Dolondole,3.2887,44.1307,Local Source Project,"SNGF who were in the vicinity of the airstrike conducted by ENDF managed to capture two technicals with heavy weapons mounted from al Shabaab on 03/08. The forces confiscated the technicals but fell into an ambush by al Shabaab on the road between Dalaan Doole and Daynuunay. In the armed confrontation, 2 SNGF were killed and one was injured.",2,0,
3-Aug-15,2015,Remote violence,Ethiopian National Defence Forces,Al Shabaab,South West,Bay,Buur Xakaba,Dolondole,3.2887,44.1307,Local Source Project,ENDF attack helicopters launched an airstrike against Dalan Doole village (approx. 60 KM NE of Buur Hakaba) in the afternoon of 03/08. The target is believed to be al Shabaab. Causalities not known.,0,0,
24-Jul-15,2015,Remote violence,Ethiopian National Defence Forces,Al Shabaab,South West,Bay,Buur Xakaba,Dolondole,3.2887,44.1307,Local Source Project,Attack helicopters (ENDF) launched an airstrike against Dalan Doole village (approx. 60 KM NE of Buur Hakaba) in the afternoon of 24/07. Reports indicate that around 15 civilians were killed and some al Shabaab vehicles destroyed.,15,0,
21-Jul-15,2015,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Bardera,Jungal,2.3333,42.2833,Local Source Project,KDF forces conduct an airstrike against al Shabaab in Jungal on 21/07. Shabelle Media Network reports 51 deaths. US forces launched a drone strike in the area on 16/07.,51,0,
20-Jul-15,2015,Remote violence,AMISOM,Al Shabaab,South West,Bay,Buur Xakaba,Buur Xakaba,2.8049,44.0821,Local Source Project,An air strike against al Shabaab fighters was conducted in Doodaale village (79 KM SW of Buur Hakaba on 20/07. Unconfirmed reports indicate that some al Shabaab fighters were killed and a battle wagon destroyed.,10,0,
20-Jul-15,2015,Remote violence,AMISOM,Al Shabaab,South West,Bay,Buur Xakaba,Bisiq Cadde,2.4611,43.7753,Local Source Project,"Allied forces conducted airstrikes in Bisiq Cadde (51 KM SW of Buur Hakaba) and Barariya (28 KM SE of Buur Hakaba) before noon on 20/07. Unconfirmed reports indicate that the target were al Shabaab fighters, travelling from Diinsoor into Buur Hakaba District. Casualties are unknown.",0,0,
20-Jul-15,2015,Remote violence,AMISOM,Al Shabaab,South West,Bay,Buur Xakaba,Barariya,2.5876,44.1924,Local Source Project,"Allied forces conducted airstrikes in Bisiq Cadde (51 KM SW of Buur Hakaba) and Barariya (28 KM SE of Buur Hakaba) before noon on 20/07. Unconfirmed reports indicate that the target were al Shabaab fighters, travelling from Diinsoor into Buur Hakaba District. Casualties are unknown.",0,0,
18-Jul-15,2015,Remote violence,United States Forces,Al Shabaab,South West,Bay,Diinsoor,Diinsoor,2.4074,42.9766,Local Source Project,A suspected US drone strike reportedly attacked a vehicle carrying the acting Intelligence al Shabaab officer in Adad-Gurey (30 KM SW of Diinsoor) on 18/07. Causalities not known.,0,0,
17-Jul-15,2015,Remote violence,Unknown,Al Shabaab,South West,Bay,Diinsoor,Ceel Cilaan,2.4865,42.5725,Local Source Project,"Ceel Cilaan village (46 KM NW of Diinsoor) was bombarded by air by anti-al Shabaab forces (not identified), targeting al Shabaab vehicles. Unconfirmed reports indicate that both civilians and al Shabaab fighters were killed or injured during the strike, exact numbers not known.",10,0,
16-Jul-15,2015,Remote violence,United States Forces,Al Shabaab,Jubaland,Gedo,Bardera,Jungal,2.3333,42.2833,Agence France Press,"Suspected drone strike, later revealed as originating from the United States, targeted a vehicle with Senior al Shabaab members on board in Jungal Village (23 KM NW of Bardheere) in the early morning of 16/07. Thirty suspected causalities, some reports declare 51 (The Star, Nairobi). Unconfirmed reports indicate that the drone strike was targeting a vehicle with Ismail Jabhad and Ismail Dheere, two Senior al Shabaab military commanders on board.",30,0,
12-Jul-15,2015,Remote violence,Kenya Defence Forces,Unidentified Group,Jubaland,Gedo,Belet Xaawo,Dhamase,3.15,41.33,Local Source Project,Reports confirm that KDF conducted an airstrike against Dhamase village (103 KM NW of Buulo Xaawo) in the early morning of 12/07. Residents report that at least 10 people are reported to have been killed including children who were in Holy Quran School. Dhamase is under control of al Shabaab but usually has no permanent presence in the village and clan clashes between Murule and Marehan are reported in the area. The reason is unclear why KDF bombed the village. KDF also bombed Nus Dariiq (83 KM SW of Bulo Xawo) and Laan Qurac (76 KM SW of Bulo Xawo) was bombarded and civilian casualties and livestock death were reported.,10,1,
21-Jun-15,2015,Battle-No change of territory,Ethiopian National Defence Forces,Al Shabaab,Jubaland,Gedo,Bardera,Baardheere,2.3399,42.286,Local Source Project,"SNGF with support of allies conducted a security operation in Baardheere (Gedo Region) on 21/06. According to sources, the operation was opened with one air missile, hitting the police station in Baardheere town. SNG Special Forces were dropped by helicopters/planes and started their assault on an al Shabaab position. Heavy weapons were deployed and around 8 al Shabaab members were killed and another ten wounded. After the assault, Special Forces were picked again by helicopter/plane and returned to their base. In this surprise attack, no SNGF casualties were reported. Unconfirmed reports indicate that at least four high ranking al Shabaab senior members were killed although no al Shabaab bodies or injured were taken away by plane. (Sheik Fidow, Barre Qooje, Sheik Shacir and Abu Daaud, Senior al Shabaab members were supposedly killed).",8,0,
5-Apr-15,2015,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Belet Xaawo,Belet Xaawo,3.7807,41.8943,Local Source Project,Kenyan war planes reportedly destroyed two al Shabaab positions Gaadondhowe Village (40km SE of Beled Xawo) on 05/04 in response to the Garissa University killing. The destruction of the camps could not be independently confirmed. Al Shabaab later denied their destruction.,0,0,
16-Mar-15,2015,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Bardera,Taraka,2.2614,41.8421,Local Source Project,"KDF warplanes were seen flying over in parts of Belet Xaawo and Bardheere districts in Gedo region on 16/03. Unconfirmed reports indicate that the warplanes had fired missiles at Taraka village (49km SW of Bardheere), supposedly hitting an al Shabaab base in the area. Casualties could not be established.",0,0,
13-Mar-15,2015,Remote violence,United States Forces,Al Shabaab,South West,Bay,Diinsoor,Abaq Haluul,2.774,43.034,Local Source Project,"An American drone strike reportedly targeted a convoy of three vehicles carrying senior al Shabaab officials in Abaq Haluul (55km SW of Diinsoor) in the afternoon of 12/03. The drone attack killed all alleged al Shabaab occupants in the vehicles (numbers not known). Aadan Garaar, the head of al Shabaab external operations, as well as the suspected mastermind behind the 2013 Kenya mall attack was allegedly among those killed in the attack. The US later confirmed the strike.",10,0,
10-Mar-15,2015,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Marka,Marka,1.7131,44.7639,Dalsan Radio,A US drone strike have targeted al Shabaab base in Lower Shebelle region. [The governor] said the attack happened at Torato and Ambereso towns in the region. It is not immediately clear the damages of the assault. Date not known - source dated 10/03.,0,0,
10-Mar-15,2015,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Baraawe,Baraawe,1.1132,44.0297,Somali Dhacdo,"""Warplanes"" suspected to US (possibly drone) targeted Toora Toorow and Ambariiso controlled areas of Lower Shabelle. The Toora Toorow strike was believed to have targeted an al Shabaab meeting. Causalities reported, numbers not known. The strikes occurred on the morning 10/03.",10,0,
16-Feb-15,2015,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Marka,Gandarshe,1.8347,44.9665,Hiiraan Online,"Suspected US warplanes or drones bombed al Shabaab fighters base located between Gandarshe and KM60 villages (Marka District) in the afternoon of 16/02. It could not be verified if the attack was carried out by drones, warplanes or ships stationed in the Indian ocean. Reports indicate that the missiles hit the base destroying vehicles, weapons and boats. SNG governor for Lower Shabelle Region, who confirmed the incident, stated that the attack left 20 al Shabaab fighters dead.",20,0,
29-Dec-14,2014,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Saakow,Saakow,1.6394,42.4522,Associated Press,"The Pentagon says it conducted an airstrike at Saacow (Local Source Project claims the strike took place at nearby Gaduuday) in Somalia against a senior leader of al Shabaab. Unconfirmed reports indicate that the operation was targeting the head of al Shabaab Amniyat (intelligence), Talil Abdishakur or Fuad Shongole aka ""Tahlil"", a senior al Shabaab official. Four deaths reported. The primary target was later confirmed to be among the dead.",4,0,
27-Dec-14,2014,Battle-No change of territory,United States Forces,Al Shabaab,Puntland,Bari,Bossaso,Madarshon,11.1048,48.9707,Local Source Project,"Puntland forces and al Shabaab fighters clashed in in Madashon near Galgala (58km SW of Bosasso) in the afternoon of 27/12. The fighting was initiated by Puntland forces after a tip-off that al Shabaab fighters and their commander were hiding in the area. The two sides reportedly engaged in a fierce fighting. Twelve al Shabaab fighters were killed and three others, including a senior al Shabaab operational commander, were captured. Puntland forces casualties could not be established. Unconfirmed reports indicate that US war planes took part in the offensive. Additional troops were later deployed to reinforce the unit that had clashed with al Shabaab fighters earlier in the day.",12,0,
11-Dec-14,2014,Battle-No change of territory,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Belet Xaawo,Gadoon Dhowe,3.5687,41.8211,Local Source Project,AMISOM (KDF) attacked Gadoon Dhowe Village (45km SW of Beled Xawo) in the morning of 11/12. The two sides engaged in a fierce fighting in which KDF warplanes took part. Over a hundred al Shabaab fighters also were involved in the fighting which was reported as the deadliest of late in the area. Unconfirmed reports indicate that the new al Shabaab leader was present in the area during the clash. The sound of heavy gunfire could be heard in Beled Xawo town. Casualties could not be established.,10,0,
6-Dec-14,2014,Battle-No change of territory,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Belet Xaawo,Gadoon Dhowe,3.5687,41.8211,Local Source Project,Al Shabaab fighters carried out a surprise attack against AMISOM (KDF) base in Gadoon Dhowe (40km SW of Beled Xaawo) in the morning of 06/12. The two sides engaged in a heavy fighting that involved KDF war planes. Seven AMISOM soldiers and more than 30 al Shabaab fighters were reportedly killed in the clash that went on for about two hours. The AMISOM soldiers were allegedly cutting firewood during the attack.,37,0,
4-Dec-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Badhaadhe,Waamo,-1.05,41.3667,Local Source Project,"A KDF warplane, which conducted air strikes in Jamaame District, crashed in Dasheg Waamo, about 30km N of Kismaayo as it returned to the base in Kismaayo in the afternoon of 04/12. KDF claimed the plane had developed technical problems and crashed but the al Shabaab Waali (governor) of Juba, Sheekh Abdirahman Hudeyfa said al Shabaab fighters had shot down the warplane and the body of the pilot and wreckage of the plane is under their custody. Later, al Shabaab took the body of the pilot to Jilib for public view.",1,0,
4-Dec-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Jamaame,Sunguuni,0.0069,42.6503,Local Source Project,KDF warplanes bombed the outskirts of the al Shabaab locations of Far Waamo (23km SW of Jamaame) and Sunguuni Village (12km SW of Jamaame) in the afternoon of 04/12. Civilian casualties were reported but exact figure could not be established.,10,0,
4-Dec-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Jamaame,Far Waamo,-0.0484,42.578,Local Source Project,KDF warplanes bombed the outskirts of the al Shabaab locations of Far Waamo (23km SW of Jamaame) and Sunguuni Village (12km SW of Jamaame) in the afternoon of 04/12. Civilian casualties were reported but exact figure could not be established.,10,0,
3-Dec-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Gedo,Garbahaarey,Tuulo Barwaaqo,3.5019,42.1547,Local Source Project,KDF warplanes bombed Bur Sagaar Village (18km SW of Doolow) and Qabri Sheekh (35km SW of Garbahaarey) in Gedo Region in the morning of 03/12. The warplanes also bombed other al Shabaab-controlled remote villages near Gadoon Dhowe and Tuulo Barwaqo in Beled Xawo District - these locations not named. Casualties could not be established. The bombing reportedly caused displacement of civilians in the area.,0,0,
27-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kudhaa,-0.6326,42.3392,Keydmedia,Kenyan AMISOM air forces carry out a strike against several al Shabaab positions on Kudhaa island. Causalities not known.,0,0,
27-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Makuuni,0.4776,42.7122,Local Source Project,Kenya warplanes conducted an airstrike against Makuuni village (7km SW of Jilib) in the afternoon of 27/11. Reports indicate that nearly 100 families have been displaces due to fear of more airstrike in the future. Casualties could not be established.,0,0,
27-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Jamaame,Jamaame,0.0692,42.7382,Local Source Project,Kenyan warplanes bombed Jamaame town which is under the control of al Shabaab fighters in the afternoon of 27/11. No casualties were reported but a number of houses were destroyed in the attack.,0,0,
27-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Hargeysa Yare,0.4474,42.7033,Local Source Project,Kenya-AMISOM defence war planes conducted third airstrike in three days against al Shabaab locations in Hargeysa Yare (10km SW of Jilib) in the afternoon of 27/11. Casualties could not be established.,0,0,
26-Nov-14,2014,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Dhexe,Jilib,Hanoole,0.4392,42.7082,Xinhua,Kenyan-AMISOM jets launch bombing attacks of the al Shabaab locations of (H)Fanoole and Hargeysa Yare south of Jilib. 49 Al-Shabab fighters among them senior commanders of the group are confirmed to have been killed in the airstrikes.,24,0,
